gaia_id,hostname,pl_name,ra,dec
"Gaia DR2 2079700100481104000","Kepler-1585","Kepler-1585 b",296.1589897,44.5630457
"Gaia DR2 2103573865170471680","Kepler-237","Kepler-237 c",283.2213438,40.4217620
"Gaia DR2 2104466153215402624","Kepler-363","Kepler-363 d",283.1920779,41.3054172
"Gaia DR2 2073591420052466048","Kepler-1316","Kepler-1316 b",298.8358277,40.2930714
,"KMT-2018-BLG-0247L","KMT-2018-BLG-0247L b",264.5600417,-27.1504111
"Gaia DR2 2100196646487547776","Kepler-1719","Kepler-1719 b",284.7068546,38.9367566
"Gaia DR2 2119809116425132160","Kepler-589","Kepler-589 c",280.6414331,47.7520581
"Gaia DR2 2106805501643509888","Kepler-1045","Kepler-1045 b",284.1832668,45.0740897
"Gaia DR2 2546413408888429696","WASP-32","WASP-32 b",3.9617073,1.2005122
"Gaia DR2 2077140987172577408","Kepler-292","Kepler-292 d",295.7661979,42.4242822
,"OGLE-2013-BLG-0341L B","OGLE-2013-BLG-0341L B b",268.0312080,-29.8461111
"Gaia DR2 2073167180357401984","Kepler-379","Kepler-379 c",295.7010981,38.9458209
"Gaia DR2 4572835535272064768","GJ 649","GJ 649 b",254.5363221,25.7419719
"Gaia DR2 2080061393129929088","Kepler-1016","Kepler-1016 c",294.6136890,45.9846265
"Gaia DR2 2106784610922074496","Kepler-648","Kepler-648 b",283.8996207,45.0169137
"Gaia DR2 2613924969021549440","K2-368","K2-368 b",332.6357627,-11.1661157
"Gaia DR2 3545873945303316224","WASP-31","WASP-31 b",169.4388603,-19.0547781
"Gaia DR2 5605119586158973440","HATS-70","HATS-70 b",109.1045212,-31.2443947
"Gaia DR2 2131287021388901504","Kepler-124","Kepler-124 d",286.7527322,49.0648788
"Gaia DR2 2677447294810845824","WASP-177","WASP-177 b",334.7969885,-1.8344301
"Gaia DR2 2102974528255171968","Kepler-1268","Kepler-1268 b",287.8384190,43.1531776
"Gaia DR2 2101513139864999424","Kepler-1417","Kepler-1417 b",290.9498966,40.6051970
"Gaia DR2 2073652546016392448","Kepler-1669","Kepler-1669 c",297.4303826,39.8478795
"Gaia DR2 2130363259822710272","Kepler-346","Kepler-346 c",288.0119248,46.1176003
"Gaia DR2 2274696151198328960","TOI-1444","TOI-1444 b",305.4749252,70.9437054
"Gaia DR2 1040827088726734976","GJ 3512","GJ 3512 b",130.3316616,59.4918364
"Gaia DR2 2131736137528127744","Kepler-530","Kepler-530 b",283.3402948,48.5490620
,"OGLE-2018-BLG-1119L","OGLE-2018-BLG-1119L b",270.0292500,-32.3752778
"Gaia DR2 3701123406596146048","EPIC 201595106","K2-360 c",183.7203635,1.9681688
"Gaia DR2 145333927996558976","K2-155","K2-155 c",65.4696140,21.3532633
"Gaia DR2 2210596444367488384","TOI-1518","TOI-1518 b",352.2675207,67.0348062
"Gaia DR2 2134776218463088896","Kepler-1131","Kepler-1131 b",295.6514492,49.2612954
"Gaia DR2 5853498713160606720","Proxima Cen","Proxima Cen d",217.3934657,-62.6761821
"Gaia DR2 4233021433662981760","TIC 393818343","TIC 393818343 b",310.2917002,3.6382967
,"MOA-2011-BLG-291L","MOA-2011-BLG-291L b",268.8678890,-29.1706657
,"OGLE-2013-BLG-0911L","OGLE-2013-BLG-0911L b",268.8832500,-29.2538333
"Gaia DR2 2700166125618717696","TOI-5803","TOI-5803 b",327.2487497,6.2781777
"Gaia DR2 2126214287057239680","Kepler-316","Kepler-316 b",290.8258350,44.1838993
"Gaia DR2 3732539683617410816","GJ 504","GJ 504 b",199.1923480,9.4249781
"Gaia DR2 2079920552562267904","Kepler-1159","Kepler-1159 b",294.2663250,45.2042317
"Gaia DR2 2099457980832215552","Kepler-1493","Kepler-1493 b",288.5493683,38.5651973
"Gaia DR2 2127136605512921600","Kepler-1372","Kepler-1372 b",288.8865895,44.8394672
"Gaia DR2 1678371724905519744","TOI-1249","TOI-1249 b",200.5615762,66.3085331
"Gaia DR2 2580848395082660992","K2-282","K2-282 b",13.4321524,7.9952914
"Gaia DR2 2135292507890372224","Kepler-181","Kepler-181 c",296.1512831,50.0957806
"Gaia DR2 3701015375282968064","K2-166","EPIC 201615463 c",185.1880932,2.2823788
"Gaia DR2 2052794982231985664","Kepler-331","Kepler-331 c",291.8343455,39.3073462
"Gaia DR2 2130026255211751808","Kepler-1163","Kepler-1163 b",290.2358630,50.0300654
"Gaia DR2 4895489043507741440","TOI-444","TOI-444 b",64.1839982,-26.7664071
"Gaia DR2 2098964849867337856","TrES-1","TrES-1 b",286.0408755,36.6325360
"Gaia DR2 2126556132093765888","Kepler-42","Kepler-42 c",292.2196000,44.6173667
"Gaia DR2 2052117923590073600","Kepler-418","Kepler-418 c",294.4335228,38.3554729
"Gaia DR2 1920333449169516288","TOI-1422","TOI-1422 b",354.2408290,39.6392793
"Gaia DR2 2132325200882204544","Kepler-513","Kepler-513 b",285.0416235,50.0753913
"Gaia DR2 2082161219824397568","Kepler-1518","Kepler-1518 b",300.3323404,44.9861065
"Gaia DR2 6125644402384918784","HD 108236","HD 108236 c",186.5740627,-51.3630519
"Gaia DR2 5197568146570178176","TOI-4377","TOI-4377 b",164.9324709,-82.2213501
"Gaia DR2 1428639816392087552","TOI-1836","TOI-1836 b",245.9079242,54.6900774
"Gaia DR2 2077219499172974848","Kepler-1947","Kepler-1947 b",296.1040313,42.3425818
"Gaia DR2 1011435012611142784","HD 77946","HD 77946 b",136.7776440,46.6724251
"Gaia DR2 4525545299652540672","TOI-2158","TOI-2158 b",276.8100527,20.5268868
"Gaia DR2 2135052298959703296","Kepler-1956","Kepler-1956 b",294.6208506,49.8942190
"Gaia DR2 2128256286308183552","Kepler-861","Kepler-861 b",292.3539624,46.2262465
"Gaia DR2 3494677900774838144","HD 104067","HD 104067 b",179.7923543,-20.3556058
,"OGLE-2014-BLG-0319L","OGLE-2014-BLG-0319L b",266.9611667,-33.9350444
"Gaia DR2 2077994272606400512","Kepler-743","Kepler-743 b",295.5742300,42.8064255
"Gaia DR2 2128152897857003264","Kepler-937","Kepler-937 c",294.1688142,46.7146161
"Gaia DR2 1694625251248104832","TOI-5238","TOI-5238 b",223.3588909,68.8594720
"Gaia DR2 2126099078855696256","Kepler-502","Kepler-502 b",291.0801330,43.8601911
"Gaia DR2 4650314511916109696","HD 38283","HD 38283 b",84.2605324,-73.6998131
"Gaia DR2 846946629987527168","HAT-P-22","HAT-P-22 b",155.6814593,50.1287115
"Gaia DR2 2085286890863482752","Kepler-999","Kepler-999 b",299.6604865,46.1984679
"Gaia DR2 5342880462319699200","TOI-3071","TOI-3071 b",173.2790517,-56.5033871
"Gaia DR2 2080388566557873280","Kepler-1315","Kepler-1315 b",295.8215678,46.0530562
"Gaia DR2 6658373007402886400","HATS-47","HATS-47 b",287.4844021,-49.6649424
"Gaia DR2 2106384010732717184","Kepler-649","Kepler-649 b",285.6558336,45.0794516
"Gaia DR2 2371032916186181760","LHS 1140","LHS 1140 b",11.2486320,-15.2741085
"Gaia DR2 2105915343901864832","Kepler-779","Kepler-779 b",285.6285208,44.3107855
"Gaia DR2 4847001302277419904","TOI-2407","TOI-2407 b",49.7465450,-46.4580250
"Gaia DR2 3788670679927991296","TOI-654","TOI-654.01",164.7245509,-5.5475446
"Gaia DR2 5173468908975401856","HD 18015","HD 18015 b",43.3636339,-8.8480392
"Gaia DR2 3606709167752821632","K2-350","K2-350 c",204.0355092,-14.0092516
"Gaia DR2 2131968890395913344","Kepler-1261","Kepler-1261 b",285.2324786,48.8066963
"Gaia DR2 5245968236116294016","MASCARA-4","MASCARA-4 b",147.5800667,-66.1139253
"Gaia DR2 2102228887573941760","Kepler-701","Kepler-701 b",288.9941800,41.6333125
"Gaia DR2 2912264564319611136","TOI-470","TOI-470 b",94.0099043,-25.0314111
"Gaia DR2 102461087706561024","TOI-5319","TOI-5319 b",35.2135563,23.5204408
"Gaia DR2 2029001447540053504","HD 190228","HD 190228 b",300.7537294,28.3065564
"Gaia DR2 2078852754973778560","Kepler-162","Kepler-162 b",297.2789115,43.7239693
"Gaia DR2 3188395880157173120","HD 30562","HD 30562 b",72.1529519,-5.6751152
"Gaia DR2 652007410271734912","K2-183","K2-183 d",125.0071770,14.0194586
"Gaia DR2 2105964306529014400","Kepler-1604","Kepler-1604 b",285.4106549,44.4122318
"Gaia DR2 5488303966125344512","HD 64121","HD 64121 b",117.3651424,-54.8126136
"Gaia DR2 2127432099262972416","Kepler-1612","Kepler-1612 b",291.2503022,45.6550536
"Gaia DR2 6133384959942131968","HD 110113","HD 110113 c",190.0365636,-44.3120777
"Gaia DR2 3909373932553827072","EPIC 201841433","EPIC 201841433 b",175.2067520,6.1348146
"Gaia DR2 2129894833510904448","Kepler-884","Kepler-884 b",292.5844328,49.9232012
"Gaia DR2 2127179245948119424","Kepler-190","Kepler-190 b",288.5839761,44.7337701
"Gaia DR2 2103579397088495616","Kepler-1566","Kepler-1566 b",283.5875459,40.5749018
"Gaia DR2 5494443978353833088","TOI-1338 A","TOI-1338 b",92.1330955,-59.5409853
"Gaia DR2 2104098950692667264","Kepler-170","Kepler-170 b",284.5211975,41.6296562
"Gaia DR2 1041808368494264576","omi UMa","omi UMa b",127.5649503,60.7177048
"Gaia DR2 2080355615570219904","Kepler-655","Kepler-655 b",297.2590664,46.8431650
"Gaia DR2 3507879565090229888","61 Vir","61 Vir b",199.5964550,-18.3157745
"Gaia DR2 5068777809824976256","HD 15337","HD 15337 b",36.8678846,-27.6361171
"Gaia DR2 2103730579937168128","Kepler-1407","Kepler-1407 b",283.9424274,41.4715535
"Gaia DR2 4001613814138156416","WASP-56","WASP-56 b",183.3660401,23.0556870
"Gaia DR2 2078648211455026432","Kepler-865","Kepler-865 c",297.7242257,43.5272796
"Gaia DR2 5157183324996790272","TOI-1201","TOI-1201 b",42.2476999,-14.5372835
"Gaia DR2 4484013343859055744","HD 170469","HD 170469 b",277.2955423,11.6954244
"Gaia DR2 39404267653786624","K2-173","K2-173 b",60.3752402,15.6251296
"Gaia DR2 2105835281411929728","Kepler-381","Kepler-381 d",285.1828685,43.8310283
,"KMT-2019-BLG-1339L","KMT-2019-BLG-1339L b",265.7434170,-25.5739167
"Gaia DR2 4716158250340258944","HD 10180","HD 10180 f",24.4731133,-60.5114881
"Gaia DR2 2051104586182508928","Kepler-1777","Kepler-1777 b",290.3286455,37.7231188
"Gaia DR2 35227046884571776","Teegarden's Star","Teegarden's Star b",43.2691449,16.8649024
"Gaia DR2 6287125101007614080","HATS-25","HATS-25 b",207.9076746,-23.7812403
"Gaia DR2 1476485996883837184","TOI-1807","TOI-1807 b",201.2826259,38.9223671
"Gaia DR2 1506159170017461888","HAT-P-44","HAT-P-44 b",213.1438604,47.0147826
"Gaia DR2 4710594412266148352","HATS-71","HATS-71 b",15.5518893,-61.7561333
"Gaia DR2 3380479015342121600","HD 50554","HD 50554 b",103.6782730,24.2451409
"Gaia DR2 5800013451037514496","HD 129445","HD 129445 b",221.5104196,-68.7629901
"Gaia DR2 2130991596358782464","Kepler-1530","Kepler-1530 c",288.1624396,48.1651530
"Gaia DR2 3810098271767907840","EPIC 201497682","EPIC 201497682 b",168.9366786,0.4880606
"Gaia DR2 1076970406751899008","KELT-24","KELT-24 b",161.9090273,71.6557270
"Gaia DR2 4678605152248591488","HD 27894","HD 27894 b",65.1975693,-59.4096776
"Gaia DR2 2053552270863859712","Kepler-758","Kepler-758 b",293.0846115,41.1354049
"Gaia DR2 2052074389802779904","Kepler-768","Kepler-768 b",294.1156858,38.3934378
"Gaia DR2 2101148411242230272","Kepler-1811","Kepler-1811 b",289.9793241,40.1427848
"Gaia DR2 689268759823937280","K2-187","K2-187 b",132.5235618,23.1924709
"Gaia DR2 2128117541685424128","Kepler-1684","Kepler-1684 b",294.0054181,46.3106625
"Gaia DR2 4098446119569242752","K2-383","K2-383 b",282.0087650,-18.3795798
"Gaia DR2 2078399790542181376","Kepler-608","Kepler-608 b",293.8829010,44.6380717
"Gaia DR2 2080452613110460928","Kepler-218","Kepler-218 b",295.4128785,46.2665801
"Gaia DR2 4606030169272920320","HAT-P-5","HAT-P-5 b",274.4055335,36.6214617
"Gaia DR2 1737061349198867456","WASP-90","WASP-90 b",315.5319489,7.0562793
"Gaia DR2 2077140987172577408","Kepler-292","Kepler-292 b",295.7661979,42.4242822
"Gaia DR2 2129495057954829952","Kepler-509","Kepler-509 b",289.6643940,48.7061650
"Gaia DR2 2128145338713986688","Kepler-1413","Kepler-1413 b",294.3416065,46.4987624
"Gaia DR2 2082208254002842240","Kepler-1779","Kepler-1779 b",300.4174607,45.6054854
"Gaia DR2 939072613334579328","GJ 251","GJ 251 b",103.7002499,33.2664632
"Gaia DR2 601480723509077632","K2-182","K2-182 b",130.1800460,10.9829509
"Gaia DR2 4593808272896243328","HAT-P-55","HAT-P-55 b",264.2735096,25.7311468
,"OGLE-2012-BLG-0563L","OGLE-2012-BLG-0563L b",271.4905000,-27.7120000
,"OGLE-2017-BLG-0448L","OGLE-2017-BLG-0448L b",268.6686250,-31.0319167
"Gaia DR2 2106290208647252608","Kepler-1866","Kepler-1866 b",286.2246453,44.6544869
"Gaia DR2 2128374483807368576","Kepler-1044","Kepler-1044 b",293.1444017,46.6662155
"Gaia DR2 2031479093959232128","HD 185269","HD 185269 b",294.2987668,28.4995140
"Gaia DR2 1416731285125373184","WASP-150","WASP-150 b",264.2630197,53.0212751
"Gaia DR2 2119201533172444160","Kepler-1140","Kepler-1140 b",281.6940529,46.9465210
"Gaia DR2 2104506319750394624","Kepler-172","Kepler-172 b",283.3684093,41.8218390
"Gaia DR2 2126970579257130112","Kepler-646","Kepler-646 b",290.4714596,44.3870422
"Gaia DR2 2101744552703459712","Kepler-1686","Kepler-1686 b",291.6067189,42.0359783
"Gaia DR2 2073793249146651136","Kepler-1565","Kepler-1565 b",297.9529793,40.8067876
"Gaia DR2 2100216609495590912","Kepler-823","Kepler-823 b",284.5825682,39.2201737
"Gaia DR2 2106008493152187392","Kepler-174","Kepler-174 b",287.4389454,43.8320052
"Gaia DR2 3695568295896473856","K2-258","K2-258 b",187.6314027,-1.1609171
"Gaia DR2 660400738439361280","K2-358","K2-358 b",133.8081054,18.9497263
"Gaia DR2 2101792175299215488","Kepler-336","Kepler-336 b",290.2376224,41.3313637
"Gaia DR2 1928431764627661440","HAT-P-1","HAT-P-1 b",344.4453632,38.6749190
"Gaia DR2 2129357580341124608","Kepler-1442","Kepler-1442 b",291.2556226,48.8469171
"Gaia DR2 4877426575724467456","HATS-76","HATS-76 b",70.3397665,-32.3204175
"Gaia DR2 2103934504985435904","Kepler-242","Kepler-242 b",286.5656932,41.8084168
"Gaia DR2 3616517223789495424","K2-378","K2-378 b",205.1596569,-11.1172332
"Gaia DR2 2128215909315876352","Kepler-409","Kepler-409 b",293.6792058,46.8527337
,"KMT-2016-BLG-1105L","KMT-2016-BLG-1105L b",266.4472500,-26.2663694
,"MOA-2010-BLG-328L","MOA-2010-BLG-328L b",269.4963330,-30.7151750
"Gaia DR2 2132808608042844160","Kepler-1103","Kepler-1103 b",287.3821348,49.4524247
"Gaia DR2 2086419903235549312","Kepler-1622","Kepler-1622 b",297.3288329,47.8154590
,"OGLE-2017-BLG-0406L","OGLE-2017-BLG-0406L b",268.9996670,-29.8631389
"Gaia DR2 729899906357408768","HD 93963 A","HD 93963 A c",162.7766969,25.6410650
"Gaia DR2 2129755573491351040","Kepler-1117","Kepler-1117 b",292.0847866,49.2374206
"Gaia DR2 2131910341401451264","Kepler-813","Kepler-813 b",285.6626752,48.4353251
"Gaia DR2 3661983850663908608","WASP-54","WASP-54 b",205.4542456,-0.1281712
"Gaia DR2 4919009555730599936","HD 2039","HD 2039 b",6.0851069,-56.6499880
"Gaia DR2 602466302541172736","K2-371","K2-371 b",128.0670932,11.6307099
"Gaia DR2 4665277593852295424","TOI-206","TOI-206 b",73.7382202,-62.5218740
"Gaia DR2 6140553127216043648","TOI-763","TOI-763 c",194.4680980,-39.7580613
"Gaia DR2 733540939112687104","TOI-1806","TOI-1806.01",166.1181474,30.4585763
"Gaia DR2 4574156834713113600","HD 158038","HD 158038 b",261.4395312,27.3030721
"Gaia DR2 2125888419299436800","Kepler-717","Kepler-717 b",292.9655071,43.3463450
"Gaia DR2 2103743018162573952","Kepler-1338","Kepler-1338 b",284.0422701,41.6990348
"Gaia DR2 2126524001437900928","Kepler-1322","Kepler-1322 b",293.2045009,45.4353919
"Gaia DR2 3638010855046147200","K2-353","K2-353 b",201.6168564,-2.2819018
"Gaia DR2 6790773586275235200","HD 202772 A","HD 202772 A b",319.6995877,-26.6163743
"Gaia DR2 2133021810218800384","Kepler-325","Kepler-325 b",289.8354219,49.8256070
"Gaia DR2 2128593252262465280","Kepler-941","Kepler-941 b",294.3262617,47.2175461
"Gaia DR2 4263752921128319616","CoRoT-10","CoRoT-10 b",291.0636813,0.7460143
"Gaia DR2 2623505219992303104","HD 215152","HD 215152 d",340.8380941,-6.4020685
"Gaia DR2 4783664690873269888","TOI-871","TOI-871 b",74.7376264,-50.6274153
"Gaia DR2 2053286429569716992","Kepler-1451","Kepler-1451 b",293.4464227,40.4098813
"Gaia DR2 2265154211335825152","TOI-1442","TOI-1442 b",287.2921006,74.1742762
"Gaia DR2 2612881429407251328","K2-63","K2-63 b",333.4267738,-12.0663429
"Gaia DR2 2134886100904948608","Kepler-534","Kepler-534 c",296.4185696,49.5401480
"Gaia DR2 623408253837371392","HD 88133","HD 88133 b",152.5319349,18.1857284
"Gaia DR2 2079299809530106496","Kepler-1893","Kepler-1893 b",298.4012866,44.8381709
"Gaia DR2 558504529130235136","HD 11755","HD 11755 b",29.7078360,73.1521372
"Gaia DR2 2078284547978727808","Kepler-1631","Kepler-1631 b",294.6325781,43.8076687
"Gaia DR2 145916050683920128","K2-136","K2-136 b",67.4128615,22.8825674
"Gaia DR2 3697828548204889344","K2-246","K2-246 b",181.6296115,-1.1606000
"Gaia DR2 2073733325763480320","Kepler-1378","Kepler-1378 b",297.3734030,40.3663986
"Gaia DR2 2079905193758608384","Kepler-1450","Kepler-1450 b",294.5536825,45.0813011
"Gaia DR2 2128469007448159232","Kepler-225","Kepler-225 b",292.1939846,47.4570808
"Gaia DR2 777254360337133312","47 UMa","47 UMa b",164.8647611,40.4304931
"Gaia DR2 3625009164407557760","K2-196","K2-196 b",200.4562487,-8.4717104
"Gaia DR2 2077891644372852864","Kepler-1603","Kepler-1603 b",295.3298254,42.5349698
"Gaia DR2 3169391577586325120","HAT-P-39","HAT-P-39 b",113.7582526,17.8300283
"Gaia DR2 2077750803804146176","Kepler-208","Kepler-208 d",293.8901979,42.5279413
"Gaia DR2 2783854903410922496","HIP 5763","HIP 5763 b",18.4953430,16.4942738
,"Kepler-1063","Kepler-1063 b",290.5267975,38.1428283
"Gaia DR2 2129512821938786176","Kepler-849","Kepler-849 b",290.8517961,48.5213243
"Gaia DR2 3438059369839738624","KELT-2 A","KELT-2 A b",92.6640226,30.9571333
"Gaia DR2 2131737340118958336","Kepler-299","Kepler-299 c",283.2070156,48.5805222
"Gaia DR2 3567602184853029760","HD 105779","HD 105779 b",182.6612053,-16.9564908
"Gaia DR2 3037245604373149824","HD 64114","HD 64114 b",117.9825560,-11.0337221
"Gaia DR2 2126576679217244160","Kepler-253","Kepler-253 c",291.8419337,44.8581240
"Gaia DR2 4238527753544691712","HIP 97233","HIP 97233 b",296.4221207,-0.6968794
"Gaia DR2 2986948238799721216","HD 33142","HD 33142 b",76.8980559,-13.9863374
"Gaia DR2 2614926005638892032","K2-69","K2-69 b",335.7596816,-10.4886817
"Gaia DR2 55752218851048320","TOI-5076","TOI-5076 b",50.5104166,17.2392094
"Gaia DR2 1076515002779544960","Qatar-8","Qatar-8 b",157.4123405,70.5270835
"Gaia DR2 3537576785745979904","HD 95872","HD 95872 b",165.8658796,-22.0943303
"Gaia DR2 2126198756455621376","Kepler-1106","Kepler-1106 b",291.1451576,44.0624715
"Gaia DR2 5288681857665822080","TOI-4562","TOI-4562 b",112.0100593,-63.5177788
"Gaia DR2 94468978202180352","HIP 9618","HIP 9618 c",30.9050061,21.2813274
"Gaia DR2 37619725922094336","K2-77","K2-77 b",55.2285210,12.5724480
"Gaia DR2 2080484842545877120","Kepler-616","Kepler-616 b",294.9891370,46.8383058
"Gaia DR2 3465357945752055040","HATS-53","HATS-53 b",176.6283230,-33.8600764
"Gaia DR2 3812355294261019904","HD 99492","HD 99492 b",171.6896870,3.0071331
"Gaia DR2 2100070958564495488","Kepler-1549","Kepler-1549 b",286.0524399,39.0960281
"Gaia DR2 2126073961886389888","Kepler-716","Kepler-716 c",290.3931809,43.3638577
"Gaia DR2 2100247945575646336","Kepler-686","Kepler-686 b",285.2138190,39.0274660
"Gaia DR2 6407428994690988928","HD 213885","HD 213885 b",338.9837166,-59.8648290
"Gaia DR2 2281778105591104768","gam Cep","gam Cep b",354.8358233,77.6331009
"Gaia DR2 2099651529238509696","Kepler-796","Kepler-796 b",287.3078999,39.1447097
"Gaia DR2 2130376453962481024","Kepler-1617","Kepler-1617 b",287.9371747,46.4184781
"Gaia DR2 3558354604869150208","WASP-162","WASP-162 b",168.2929079,-17.6577794
"Gaia DR2 607937055787752576","K2-374","K2-374 b",137.3794986,16.3558324
,"KMT-2021-BLG-1372L","KMT-2021-BLG-1372L b",264.4885417,-28.1483889
"Gaia DR2 2101351511654637696","Kepler-1896","Kepler-1896 b",289.6785786,40.2496475
"Gaia DR2 5409268527708808320","TOI-3364","TOI-3364 b",144.5377709,-49.3352226
"Gaia DR2 5351820556994135296","TOI-3362","TOI-3362 b",155.9841428,-56.8431169
"Gaia DR2 2130910988412248192","Kepler-1885","Kepler-1885 b",288.7507112,47.4909206
"Gaia DR2 2126248505058677120","Kepler-607","Kepler-607 c",291.0571451,44.6323060
"Gaia DR2 2129503235571760128","Kepler-619","Kepler-619 d",290.8490899,48.4159782
"Gaia DR2 2103688489257523584","Kepler-1675","Kepler-1675 b",283.8095478,41.0412517
"Gaia DR2 2407507535105410944","TOI-329","TOI-329 b",351.3210955,-15.6346313
"Gaia DR2 1775004778213735168","HD 210702","HD 210702 b",332.9638643,16.0404806
"Gaia DR2 2102161989163432832","Kepler-1423","Kepler-1423 b",288.2437481,41.1100655
"Gaia DR2 6504232472302122624","HD 215497","HD 215497 b",341.6527140,-56.5997984
"Gaia DR2 4893118771316702720","GJ 3293","GJ 3293 c",67.1484425,-25.1713396
"Gaia DR2 4837286842167819776","WASP-120","WASP-120 b",62.6160813,-45.8982434
"Gaia DR2 2075121459200474880","Kepler-1938","Kepler-1938 b",299.3518920,41.1957285
"Gaia DR2 2077119752853895552","Kepler-602","Kepler-602 b",296.0318985,42.1418634
"Gaia DR2 3494677900774838144","HD 104067","HD 104067 c",179.7923543,-20.3556058
"Gaia DR2 2126985280924750720","Kepler-722","Kepler-722 c",290.2632874,44.5564051
"Gaia DR2 2103936497850300928","Kepler-1701","Kepler-1701 b",286.6088625,41.8892986
